StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_yn,attention_check,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,bi_binary,bi_women_1,bi_men_1,price_fairness_1,price_fairness_2,price_fairness_3,price_fairness_4,price_fairness_5,price_fairness_6,price_fairness_7,price_fairness_8,similarity_1,prosociality_1,prosociality_2,value_alignment_1,value_alignment_2,gender_equality_1,gender_equality_2,gender_equality_3,gender_equality_4,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,price_sensitivity_4,mc_price,mc_justification,ce_control_women,ce_control_men,ce_pt_women,ce_pt_men,age,income,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,MainCondition
2025/8/10 9:58,2025/8/10 10:13,0,223.29.143.55,100,909,1,2025/8/10 10:13,R_1VjSRqzxf8aI562,,,,,37.751,-97.822,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,6,6,6,6,1,1,1,1,4,6,5,7,5,5,2,5,2,4,5,3,5,3,the product description classifies both male and female shampoos at a unit price of $0.56 each and a carton price of $13.99 for 25 pieces each,0.29,0.29,,,55,2000,engaging study,6786cd9fca3e75e900edbd1c,6898afff2227f134df1188ea,6898c19ab6a4996ad24e99d1,1
2025/8/10 10:06,2025/8/10 10:14,0,104.249.176.12,100,467,1,2025/8/10 10:14,R_1vbDEUe3JbU1UZj,,,,,41.7387,-92.7332,anonymous,EN,1,2,$13.99 ,$0.56/ounce,$13.99 ,$0.56/ounce,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,4,4,4,4,4,4,7,4,4,4,4,7,5,7,7,7,4,2,6,3,I recall that the descriptions had a one-word difference (the adverb) but they were otherwise the same.  Don't recall the word at this point.,3,3,,,57,6000,"Products that target men and women often have a different scent.  I am interested in the scent, and that would make a difference.  Not discussed in these examples, but it's a factor to be aware of. The Old Spice commercials are interesting because they are breaking this barrier.",63852fbf95d78ba25b99005e,6898afff2227f134df1188ea,6898c3726a94586a0018a237,1
2025/8/10 10:01,2025/8/10 10:14,0,174.243.241.83,100,805,1,2025/8/10 10:14,R_7g1SMEYvgqkcRPD,,,,,34.0772,-117.4506,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,4,6,7,7,5,7,3,2,2,4,4,5,5,4,4,7,5,4,6,7,2,3,5,1,Both the men's and women's shampoo had the same product description. The only difference was the men's shampoo was cheaper per ounce.,,,10,10,70,3000,,56d8e4a9d13f6b000e542f4d,6898afff2227f134df1188ea,6898c2337630d80973998f56,2
2025/8/10 10:09,2025/8/10 10:14,0,184.190.208.247,100,312,1,2025/8/10 10:14,R_67UQIawYQy1yOst,,,,,30.1597,-92.0258,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,1,6,6,6,6,3,3,3,2,3,4,4,5,5,6,3,4,3,6,4,4,5,1,"formulated for all hair types, clean, invigorating",,,2,1,42,2000,,6654c3056acf3abb982b23ab,6898afff2227f134df1188ea,6898c428d5ecc99383115daf,2
2025/8/10 10:01,2025/8/10 10:14,0,35.137.37.106,100,817,1,2025/8/10 10:14,R_7Ejpx93JPpgoIvl,,,,,28.2137,-82.6809,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,3,4,5,4,5,3,3,2,3,3,4,4,5,5,7,3,2,5,6,2,4,6,1,"Both the men's and women's shampoo's were capable of cleansing, and then one stated revitalizing and the other had a synonym of revitalizing.  So essentially each boasted the same benefits.",,,5,4,52,15100,"My thinking is that women tend to like the ""extra's"" such as appealing aromas and for this reason, I can see why women's products might cost more to manufacturer than mens.",63d79678fb8c1b9072646c0a,6898afff2227f134df1188ea,6898c231d2db6fe7d356c28c,2
2025/8/10 10:01,2025/8/10 10:14,0,67.250.87.167,100,818,1,2025/8/10 10:14,R_7f986jnUoCJlDPM,,,,,40.7706,-73.9283,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,6,6,7,7,2,2,2,2,7,5,4,6,5,7,7,6,1,5,6,4,4,3,both shampoos were about 0.56 an ounce and meant to invigorate hair. ,9.1,9,,,41,4.5,,6632fc0b22af8fdf65f98b32,6898afff2227f134df1188ea,6898c106facdb76ca2a82803,1
2025/8/10 10:07,2025/8/10 10:14,0,71.201.111.65,100,465,1,2025/8/10 10:14,R_3rVDQYP8kNgiPA5,,,,,42.0305,-88.3781,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,7,7,6,7,6,3,3,6,1,Formulated for all types of hair.,,,3,3,53,6000,,65b523496184c72bb4450dd3,6898afff2227f134df1188ea,6898c3a056c57492a3988399,2
2025/8/10 10:04,2025/8/10 10:14,0,73.63.16.90,100,619,1,2025/8/10 10:14,R_7A88XYuqZ8sscOB,,,,,41.1919,-111.9474,anonymous,EN,1,2,,,,,,,,,$13.99 ,$0.56/ounce,$13.99 ,$0.40/ounce,,,,,,,,,,,,,,,,,2,4,5,3,2,4,2,6,6,6,6,5,6,2,2,5,5,5,5,6,6,5,3,4,1,"cleansing, revitalizing, ",,,6,5,59,6000,,678164013e147cbd160d0d79,6898afff2227f134df1188ea,6898c30debec54795818a4fb,3A
2025/8/10 10:01,2025/8/10 10:15,0,97.185.5.16,100,780,1,2025/8/10 10:15,R_3PvJYSsGGG0gBxI,,,,,37.752,-87.1514,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,2,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,7,6,7,7,7,1,3,7,1,"The women's shampoo was .56 per oz, and had more nourishing ingredients for the hair in it. The men's shampoo was .40 per oz and had more of a focus on cleaning the hair",,,0.1,0.05,37,1500,,5c6709ab926a5b0001eb29c1,6898afff2227f134df1188ea,6898c271f7f7ea24deb6ef75,3C
2025/8/10 10:10,2025/8/10 10:15,0,67.162.41.19,100,299,1,2025/8/10 10:15,R_3cBpelwJnAlxglf,,,,,41.4934,-87.3548,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,4,4,1,1,1,1,7,7,7,7,7,4,4,1,1,7,6,6,7,7,3,1,7,1,"Each shampoo, women's and men's, cost 13.99, but the men's cost significantly less per ounce ($0.40 versus $0.56 I think). The women's shampoo come in a pink bottle.",,,1.2,1,66,2000,,65a1aed8e2b9a23db7765b0b,6898afff2227f134df1188ea,6898c4568882e24db22a703c,3B
2025/8/10 10:10,2025/8/10 10:15,0,167.100.126.244,100,280,1,2025/8/10 10:15,R_1M3AaqNMdpWsVjE,,,,,36.1195,-92.136,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,6,2,4,5,5,4,6,6,5,6,6,4,5,4,4,6,6,6,7,6,3,5,4,1,Both shampoo products were formulated to treat all kinds of hair,,,3.25,3.25,36,1900,,664f95e45b5fa3a89a18082c,6898afff2227f134df1188ea,6898c46a7cfb90f6f3ab3a0f,3A
2025/8/10 10:04,2025/8/10 10:15,0,72.159.224.66,100,659,1,2025/8/10 10:15,R_7R3P9oPOnZPNQ3z,,,,,39.9522,-75.1647,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,$13.99 ,0.56,$13.99 ,0.4,1,5,3,2,3,3,5,5,4,3,5,5,6,4,5,4,7,3,5,2,6,2,3,6,1,Both the men and women’s shampoo served the same purpose and had the same product descriptions about reviving hair. Both were the same price but the women’s bottle was smaller therefore more expensive if you’re pricing it per oz of product. The women’s shampoo also donated 1% to a women’s right /social group ,,,2,2,39,3900,I may have answered one incorrectly about recalling unit price. I was thinking of unit as being the ounces but then realized you probably meant unit as in the entire shampoo bottle itself. ,675cf0bd30942630672d19ef,6898afff2227f134df1188ea,6898c2f2ea4f3b9f10dac745,3E
2025/8/10 10:09,2025/8/10 10:15,0,68.152.82.16,100,359,1,2025/8/10 10:15,R_1CBmt3dxdzL7533,,,,,40.7643,-74.148,anonymous,EN,1,2,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,1,5,1,4,4,4,5,5,5,5,5,4,4,4,6,3,6,4,6,5,6,2,4,6,1,The women's shampoo cleaned and revitalized and the men's shampoo cleaned and moisturized ,,,4,4,35,1200,,5b405bb6c2e38100017612bb,6898afff2227f134df1188ea,6898c42743e329ad328164b8,3A
2025/8/10 10:05,2025/8/10 10:15,0,67.84.82.151,100,633,1,2025/8/10 10:15,R_7psTyiQNY37QI6E,,,,,40.8352,-73.0434,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,5,3,6,4,5,4,2,1,1,5,5,6,1,5,4,1,6,7,7,6,1,7,6,1,Both the men's and woman's shampoo said that they wash and invigorate the hair while shampooing.  ,,,5,4,50,800,I don't have any feedback for this study.,673e5b754122ce32036dc8ef,6898afff2227f134df1188ea,6898c30e88f1870adfd8c0f7,3E
2025/8/10 10:09,2025/8/10 10:15,0,50.196.0.138,100,377,1,2025/8/10 10:15,R_10efCzmMdI0FjCq,,,,,45.5152,-122.4167,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,5,3,4,4,4,4,2,3,2,3,5,3,3,2,2,4,2,2,4,6,2,2,7,1,"Both products were formulated for all hair types, but the women's product was scented, and the men's product wasn't. ",,,0.3,0.25,32,800,,5eb1698b8fb92e076da5a698,6898afff2227f134df1188ea,6898c42ee9962d4ceb2bc98d,3D
2025/8/10 10:05,2025/8/10 10:15,0,108.52.236.171,100,591,1,2025/8/10 10:15,R_3EcTcOP3rPKBN8W,,,,,40.1536,-74.883,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,3,3,2,3,3,4,3,6,5,4,6,5,4,4,3,4,7,3,4,4,7,1,2,7,1,"The women's shampoo was about 25oz for $13.99 at .56 per unit.  The men's shampoo was about 35oz for $13.99 at .40 per unit.  The women's shampoo had fragrance and the men's didn't.  They were both supposed to be for all hair types though, so the only difference was the fragrance and price.",,,1,1,39,3000,N/A,674266199489985e76725087,6898afff2227f134df1188ea,6898c340696f1f1675b883f1,3D
2025/8/10 10:08,2025/8/10 10:15,0,104.3.52.16,100,434,1,2025/8/10 10:15,R_6CC8XLPDLWsm4u1,,,,,36.0327,-83.8071,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,1,2,1,1,1,1,7,7,7,7,7,1,1,1,1,7,7,7,7,7,1,2,7,1,cleans and revitalizes / reinvigorates hair. both said basically the same thing with a synonymous word,,,2,2,37,3500,,5c1c174bbcc75f00016f7eb1,6898afff2227f134df1188ea,6898c3c80add532d64999743,3B
2025/8/10 9:52,2025/8/10 10:16,0,68.184.156.113,100,1412,1,2025/8/10 10:16,R_729jIVeJu27c0r3,,,,,33.454,-84.1534,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,2,3,6,4,3,6,3,5,5,5,4,6,6,2,4,4,6,7,7,4,5,3,4,5,1,"Women's Shampoo For all hair types $13.99  $0.54 ounce 

Men's Shampoo For All Hair Types $13.99 $0.40 ounce",,,2.99,2.99,45,4100,N/A,66ff0c1f6db40c5adcc886c4,6898afff2227f134df1188ea,6898c032aace697f9d5082de,3A
2025/8/10 10:07,2025/8/10 10:16,0,24.117.108.89,100,520,1,2025/8/10 10:16,R_6WYiPMo5N2CR4AP,,,,,43.6714,-111.897,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,5,2,3,3,5,3,4,3,3,4,5,4,4,5,5,4,2,3,1,6,3,2,4,1,Both. Shampoos revitalized and cleansed but the womens shampoo offered less product for the price. ,,,5,5,56,1820,,662a67e27909640a6b9624ec,6898afff2227f134df1188ea,6898c3be5e17fdf3a58cb594,3D
2025/8/10 10:09,2025/8/10 10:16,0,69.251.112.81,100,405,1,2025/8/10 10:16,R_3vhJkS4o9H2Kzxy,,,,,39.2124,-76.8776,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,3,3,3,2,3,2,3,5,5,5,5,5,5,4,5,4,6,5,6,5,6,3,4,5,1,The men's products that it was for all hair types. ,,,5,4,46,1600,,5eace152e25d6800091dd418,6898afff2227f134df1188ea,6898c0a3cb40ad855a293e52,3D
2025/8/10 10:09,2025/8/10 10:16,0,98.145.81.213,100,414,1,2025/8/10 10:16,R_1ewMFB8qamPxnNX,,,,,47.7242,-116.7834,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,5,5,5,2,2,2,4,7,5,5,4,4,7,7,7,6,7,3,3,6,3,there was a limited description for the shampoos. They both said the same thing and were the same cost.,5,5,,,76,1200,"I would only purchase one of these shampoos if I were on a trip and needed something asap.  Completely uninteresting, but at least I could wash my hair with it.",5994ce3dc825cf0001d7dd2d,6898afff2227f134df1188ea,6898c43976b7e9459d818001,1
2025/8/10 10:09,2025/8/10 10:16,0,47.200.128.175,100,406,1,2025/8/10 10:16,R_1nO8jygu43wR2Eo,,,,,27.3269,-82.5433,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,2,2,7,3,3,3,3,5,5,5,5,7,4,4,4,4,7,7,7,5,6,3,4,5,1,they revitalized all hair types ,,,13.99,13.99,28,8000,,61400542635c88b08561234d,6898afff2227f134df1188ea,6898c446b81fa8fb0eee518d,2
2025/8/10 10:13,2025/8/10 10:16,0,172.56.2.128,100,179,1,2025/8/10 10:16,R_5f2PrZhSRAzVnhd,,,,,38.9522,-77.0253,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,2,2,4,2,3,2,2,7,6,6,7,3,5,4,5,5,5,7,3,3,7,1,2,7,1,The women's shampoo had aloe vera and vitamin E for hydration and health while the men's shampoo was cheaper and more focused on hair cleaning and scalp cleaning.,,,3,2.5,25,2000,,60fda57e0916dfe2157c9b00,6898afff2227f134df1188ea,6898c5346bb71ddcf516c445,3C
2025/8/10 9:50,2025/8/10 10:17,0,172.56.162.157,100,1599,1,2025/8/10 10:17,R_12aqBU2Tl9QvFbe,,,,,40.6372,-73.9037,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,5,6,6,6,2,2,2,2,6,6,6,6,6,7,7,7,7,7,4,3,5,3,Both the men and women shampoo were designed to cleanse all hair types. They both had an equal price of $13.99.,8,8,,,28,5500,It is a good study.,67c8d9544998794dd9d699ae,6898afff2227f134df1188ea,6898bd77c56f781b04b5dff2,1
2025/8/10 10:13,2025/8/10 10:17,0,38.42.92.87,100,232,1,2025/8/10 10:17,R_6ELvHZh8OYjnFDG,,,,,40.6286,-73.939,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,4,5,5,5,5,5,2,2,2,4,3,4,4,1,1,4,3,3,2,6,2,3,6,1,women's shampoo 25 fl oz 13.99 50ish cents per fl oz; men's shampoo 35 fl oz 13.99 40c per fl oz,,,6,5,23,50,,6716993940988ed790a1aa1f,6898afff2227f134df1188ea,6898c51af598a51c429814f2,2
2025/8/10 10:12,2025/8/10 10:17,0,170.250.221.199,100,278,1,2025/8/10 10:17,R_5y7bJsF1qGFgTje,,,,,25.7703,-80.2072,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,4,1,3,3,3,3,3,3,5,6,5,4,4,4,1,4,3,3,3,5,4,4,4,1,only i recall price 13.99 each,,,2,2,47,100000,,67789cba8b4e6341cf2dec3d,6898afff2227f134df1188ea,6898c4f1dde93951b7f61b4f,3A
2025/8/10 10:11,2025/8/10 10:17,0,107.77.206.129,100,353,1,2025/8/10 10:17,R_1TC099M40WH9FIt,,,,,41.8483,-87.6517,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,4,4,3,3,4,4,5,4,6,5,4,5,4,6,3,4,4,7,2,3,7,3,one was women's shampoo and one was men's shampoo but they both said they were for all hair types. Each costs $13.99,4.5,4,,,38,2000,,5d701566b1a79d00165c65ae,6898afff2227f134df1188ea,6898c4a6b38857a51ec0010c,1
2025/8/10 10:11,2025/8/10 10:17,0,50.110.180.239,100,347,1,2025/8/10 10:17,R_3KTlJdYu6IU5FeN,,,,,39.3579,-78.04,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,7,7,7,7,4,4,4,1,1,7,7,6,7,7,1,1,7,3,For all hair types ,2,1,,,38,1000,,6655d5cae35e069fde0b19e9,6898afff2227f134df1188ea,6898c4ae5930befe6c223b94,1
2025/8/10 10:05,2025/8/10 10:17,0,107.193.121.122,100,724,1,2025/8/10 10:17,R_5plRswYQh0Vz1fE,,,,,30.5179,-87.2253,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,5,2,4,4,3,3,5,5,5,5,4,3,3,4,4,7,6,6,6,5,3,3,7,1,"Both the men’s and women’s shampoos are developed with basic hair cleaning components.  The women’s shampoo contains a couple of other agents, such as vitamins, designed to give a women the impression she is buying a higher quality product.",,,0.5,0.5,80,5000,,665615133f0363021e9b0238,6898afff2227f134df1188ea,6898c33759cfedf633fc67a4,3C
2025/8/10 9:58,2025/8/10 10:17,0,198.11.36.70,100,1130,1,2025/8/10 10:17,R_1zd84TaSS4IqbSR,,,,,37.751,-97.822,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,4,6,4,5,4,5,2,2,1,4,4,4,4,4,4,7,6,6,7,6,4,2,6,1,"Women shampoo (25 Fluid Ounce): Special blend that cleans and rejuvenates every hair with specially formulated shampoo. The price is 13.99 dollars. Unit price is 0.56 dollars per 1 ounce.

Men shampoo (35 Fluid Ounce): Cleanser and revitalizing of any hair. Cost: 13.99, Cost per unit (ounce) 0.40.",,,5.6,5.6,37,9000,"Thank you so much, it has been very interesting to get to participate and the questions were very thought-stimulating and informative.",67d26f091d1d3ba56b594c7d,6898afff2227f134df1188ea,6898c05cf8cf4927dd8f7174,2
2025/8/10 10:11,2025/8/10 10:17,0,173.184.48.114,100,387,1,2025/8/10 10:17,R_3YmIalTwfLW9WKp,,,,,37.8868,-84.5667,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99$0.,$0.40 ,,,,,,,,,,,,,,,,,,,,,2,3,5,1,1,2,2,5,6,6,7,7,4,4,4,4,6,3,3,5,5,3,4,7,1,Clean your hair and keep it soft. ,,,4,5,61,3000,,5c49d511cdb1b7000103af85,6898afff2227f134df1188ea,6898c498aaf55deadbd7fec0,2
2025/8/10 10:02,2025/8/10 10:17,0,73.88.26.227,100,924,1,2025/8/10 10:17,R_1sBmCG1oJlasWhw,,,,,44.971,-93.0498,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,3,3,5,2,2,3,3,7,7,7,7,5,3,2,3,3,6,6,7,7,7,4,2,7,1,Both cleanse the hair and the women's revitalizes all types of hair and the men's invigorates all types of hair.,,,2.59,1.79,59,1300,,674cb1e5dd135ab435dece3f,6898afff2227f134df1188ea,6898c28445e90e8c242fefdb,3D
2025/8/10 10:13,2025/8/10 10:18,0,72.229.145.209,100,298,1,2025/8/10 10:18,R_3QVqdoD7RVSHkZz,,,,,40.8691,-73.9191,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,7,1,5,5,5,5,4,4,4,5,2,6,5,5,5,7,2,3,5,7,4,5,5,1,Men shampoo was more focuses on cleaning the scalp. While the woman shampoo offered more benefits to the hair. ,,,0.5,0.5,43,4000,NA,66686754656626db092a1002,6898afff2227f134df1188ea,6898c505e9962d4ceb2bc9ad,3C
2025/8/10 9:53,2025/8/10 10:18,0,107.115.239.135,100,1494,1,2025/8/10 10:18,R_7pmrE5HZ9rGhkqU,,,,,35.5189,-97.5354,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,2,6,7,5,3,3,3,5,6,5,7,5,7,6,7,7,3,5,3,3,6,7,5,5,1,The women's shampoo showed nutritious ingredients which include aloe vera and vitamin E. The focus was on the health an of the hair. The men's shampoo consist of scalp and cleansing the hair. The unit price of the women's shampoo was at a high cost per ounce and the men's shampoo included more ounces within the container at a lower cost. ,,,0.21,0.15,49,75000,Thanks for the time.,678951eaacd3135a38c86ec9,6898afff2227f134df1188ea,6898c039b38857a51ec0008c,3C
2025/8/10 10:13,2025/8/10 10:18,0,75.22.100.100,100,277,1,2025/8/10 10:18,R_5vBk18bRdYYO00x,,,,,40.1104,-83.1131,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,7,7,7,7,3,1,1,1,1,7,3,7,4,7,3,2,6,1,Formulated for all hair types. ,,,2,2,38,2416,,600e5f4bec7cd96f1018caf9,6898afff2227f134df1188ea,6898c2d241ee574d73fbd9e7,2
2025/8/10 10:13,2025/8/10 10:18,0,152.36.146.166,100,293,1,2025/8/10 10:18,R_6g5jB2MoTy5tGoN,,,,,30.5256,-89.6779,anonymous,EN,1,2,13.99,",56",13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,6,6,6,6,2,2,2,2,6,4,4,4,4,5,7,4,5,6,5,4,4,3,invigorating for all types of hair,2,2,,,47,3300,,5d46c3ac090549001867b746,6898afff2227f134df1188ea,6898c51dbec661f12ce98c92,1
2025/8/10 10:03,2025/8/10 10:18,0,174.218.16.142,100,924,1,2025/8/10 10:18,R_1nuZj1jc0wq6e7r,,,,,33.5132,-112.083,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,3,4,5,5,4,4,5,3,3,2,3,7,6,6,6,7,2,5,6,1,"I remember that they were both the same price. Both products had similar benefits to the hair. However, the women's shampoo costed much more per unit ",,,4,4,61,5500,,67ffe7ee37d3872d3a58e34c,6898afff2227f134df1188ea,6898c2a15b6fc56dbcfdf30b,2
2025/8/10 10:11,2025/8/10 10:18,0,73.34.151.15,100,402,1,2025/8/10 10:18,R_3UgEgDqaDbn139p,,,,,38.9203,-104.7005,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,4,1,3,4,3,4,5,5,4,5,4,4,4,4,4,6,3,2,4,7,2,2,6,1,The women's shampoo was 13.99 and .40 per ounce. The men's shampoo was 13.99  and it was .30 per ounce. ,,,5,5,32,3500,,634ef87aec0966557c825573,6898afff2227f134df1188ea,6898c4bdb2167dcdf6e58253,2
2025/8/10 10:11,2025/8/10 10:18,0,68.132.210.65,100,419,1,2025/8/10 10:18,R_3imLwBM2qsXIYJK,,,,,40.9163,-73.7898,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,4,3,4,3,3,3,3,6,5,6,6,3,4,2,2,6,6,7,7,5,5,3,5,1,"The women's shampoo was .56 per oz while men's was .40 per oz . The prices were the same at 13.99,  but 25 vs 35 ounces in women's to men's",,,3,3,72,10000,,66773db510940dbd43e1e679,6898afff2227f134df1188ea,6898c4a8761a43f9ffde0e97,3B
2025/8/10 10:10,2025/8/10 10:18,0,38.81.80.34,100,475,1,2025/8/10 10:18,R_7xJBg9VjttDNJlv,,,,,34.9493,-83.7574,anonymous,EN,1,2,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,1,6,4,4,4,4,5,1,1,1,1,4,4,5,4,5,5,5,5,5,4,3,4,5,1,Female was pink colored with floral on the bottle. ,,,13.99,13.99,29,1000,,66bebab38c31e1f15e3e1fd5,6898afff2227f134df1188ea,6898c47bf4f66b50983ad097,3B
2025/8/10 10:10,2025/8/10 10:18,0,67.87.0.95,100,516,1,2025/8/10 10:18,R_3bbziUH0C1BuWop,,,,,40.8905,-74.0504,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,4,2,5,4,4,4,5,4,4,4,5,6,3,6,3,7,5,6,6,6,2,6,6,1,Both are suppsed to make hair healthy ,,,13.99,13.99,42,3000,,66311aadf3aff159922c86bf,6898afff2227f134df1188ea,6898c455fedbca0ab900fe60,3E
2025/8/10 10:11,2025/8/10 10:19,0,71.226.6.76,100,450,1,2025/8/10 10:19,R_3LLMGGpbpLXT04O,,,,,33.4724,-82.0889,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,2,4,5,5,5,5,6,1,1,1,1,5,5,4,4,4,7,5,7,4,6,6,6,4,1,long lasting and provides a clean wash. ,,,5,8,51,1500,n/a,66a426bcd6c66d59e395617b,6898afff2227f134df1188ea,6898c4ba3f4d2c723bccfa74,3D
2025/8/10 10:06,2025/8/10 10:19,0,72.65.108.160,100,750,1,2025/8/10 10:19,R_6ZD3UKAEvNRUmFF,,,,,44.8945,-71.4959,anonymous,EN,1,2,13.99,13.99,13.99,13.99,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,6,5,7,6,2,4,2,6,6,5,6,5,6,6,5,7,6,5,2,4,3,1,none,12,13,,,27,40000,no,616c6bcb2a62b082dfe84ca1,6898afff2227f134df1188ea,6898c1ef44f9aeed82f2e2b0,1
2025/8/10 10:08,2025/8/10 10:19,0,172.56.94.24,100,666,1,2025/8/10 10:19,R_1lDIAFNNgtU7zfM,,,,,29.5042,-98.5697,anonymous,EN,1,2,,,,,$13.99 ,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,2,1,1,5,3,7,6,3,5,5,4,2,1,2,3,6,5,6,7,4,3,7,1,Women’s shampoo that cleans and strengthens hair ,,,2,1.5,36,8500,There’s always been a higher market for women’s products because they say they do more than the men’s products but is that really true?,67acfffa06a159bffa4a5286,6898afff2227f134df1188ea,6898c3e547004e4926bd8b03,2
2025/8/10 10:04,2025/8/10 10:19,0,72.180.83.126,100,914,1,2025/8/10 10:19,R_10Hc7OBdMegHP5D,,,,,32.7226,-97.0785,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,6,6,6,3,2,2,2,7,1,1,3,3,7,5,6,6,6,3,2,4,3,"both were 25oz and cost .56 per oz, both had the same description almost exactly",2,2,,,55,6200,,67259edb37974ca3fecdc6e4,6898afff2227f134df1188ea,6898c2f11474513e0937cae7,1
